lat,lon,name,major,minor,nta,borough,nodes,stages,major_cls,major_lanes,minor_cls,minor_lanes,cycle_s,green_s,cross_m,wait_major_s,wait_minor_s,barnes,lpi,subway_access,poi_200m,peds_cross_major,peds_cross_minor,peds_day,lost_hours_day,rank_lost,rank_wait
40.657361,-73.741541,147th Avenue / Huxley Street,147th Avenue,Huxley Street,Rosedale,Queens,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,0,1246,1246,2492,6.7,11455,9388
40.557581,-74.206986,Arthur Kill Road / Veterans Road West,Arthur Kill Road,Veterans Road West,Tottenville-Charleston,Staten Island,2,1,tertiary,2.0,tertiary,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11456,11610
40.720176,-73.820588,Vleigh Place / 77th Road,Vleigh Place,77th Road,Kew Gardens Hills,Queens,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11457,11611
40.627406,-74.110958,Bement Avenue / Harvest Avenue,Bement Avenue,Harvest Avenue,West New Brighton-Silver Lake-Grymes Hill,Staten Island,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,0,1246,1246,2492,6.7,11458,9389
40.527939,-74.216491,Bloomingdale Road / Drumgoole Road East,Bloomingdale Road,Drumgoole Road East,Annadale-Huguenot-Prince's Bay-Woodrow,Staten Island,1,1,tertiary,3.0,tertiary,3.0,60,26.0,13.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11459,11612
40.657504,-73.731887,147th Avenue / Memphis Avenue,147th Avenue,Memphis Avenue,Rosedale,Queens,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,0,1246,1246,2492,6.7,11460,9390
40.696614,-73.776216,111th Avenue / 177th Street,111th Avenue,177th Street,St. Albans,Queens,2,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11461,11613
40.770134,-73.89739,Hazen Street / 21st Avenue,Hazen Street,21st Avenue,Astoria (North)-Ditmars-Steinway,Queens,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11462,11614
40.678097,-73.726013,Hook Creek Boulevard - Ocean Avenue / 130th Avenue,Hook Creek Boulevard - Ocean Avenue,130th Avenue,Rosedale,Queens,1,1,tertiary,2.0,tertiary,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11463,11615
40.722498,-73.976893,Avenue D / East 6th Street,Avenue D,East 6th Street,East Village,Manhattan,1,1,tertiary,4.0,residential,2.0,60,22.9,17.0,11.5,6.0,0,0,0,18,1382,1382,2765,6.7,11464,8304
40.721885,-73.977346,Avenue D / East 5th Street,Avenue D,East 5th Street,East Village,Manhattan,1,1,tertiary,4.0,residential,2.0,60,22.9,17.0,11.5,6.0,0,1,0,15,1382,1382,2765,6.7,11465,8305
40.621032,-74.010257,12th Avenue / 76th Street,12th Avenue,76th Street,Dyker Heights,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11466,11616
40.63222,-73.90962,East 80th Street / Paerdegat 4th Street,East 80th Street,Paerdegat 4th Street,Canarsie,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,0,1246,1246,2492,6.7,11467,9391
40.618022,-73.914213,East 64th Street / Avenue T,East 64th Street,Avenue T,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11468,11617
40.624605,-73.944497,East 32nd Street / Avenue K,East 32nd Street,Avenue K,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11469,11618
40.654808,-73.939429,Albany Avenue / Lenox Road,Albany Avenue,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,3,1246,1246,2492,6.7,11470,11619
40.654865,-73.938453,East 42nd Street / Lenox Road,East 42nd Street,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,0,2,1246,1246,2492,6.7,11471,11620
40.654922,-73.937518,Lenox Road / East 43rd Street,Lenox Road,East 43rd Street,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,3,1246,1246,2492,6.7,11472,11621
40.655046,-73.935578,East 45th Street / Lenox Road,East 45th Street,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11473,11622
40.655096,-73.934645,East 46th Street / Lenox Road,East 46th Street,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11474,11623
40.655406,-73.929765,East 51st Street / Lenox Road,East 51st Street,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,4,1246,1246,2492,6.7,11475,11624
40.655463,-73.928829,East 52nd Street / Lenox Road,East 52nd Street,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11476,11625
40.655525,-73.927863,East 53rd Street / Lenox Road,East 53rd Street,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11477,11626
40.655583,-73.926891,East 54th Street / Lenox Road,East 54th Street,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11478,11627
40.655644,-73.925954,East 55th Street / Lenox Road,East 55th Street,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11479,11628
40.655703,-73.924984,East 56th Street / Lenox Road,East 56th Street,Lenox Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11480,11629
40.644804,-73.92382,East 56th Street / Clarendon Road,East 56th Street,Clarendon Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11481,11630
40.630872,-73.922335,Avenue I / East 56th Street,Avenue I,East 56th Street,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11482,11631
40.628528,-73.922087,East 56th Street / Avenue J,East 56th Street,Avenue J,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11483,11632
40.62619,-73.921836,Avenue K / East 56th Street,Avenue K,East 56th Street,Flatlands,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,0,1246,1246,2492,6.7,11484,9392
40.650478,-73.924424,East 56th Street / Snyder Avenue,East 56th Street,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11485,11633
40.638578,-73.90413,Avenue J / Remsen Avenue,Avenue J,Remsen Avenue,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11486,11634
40.636853,-73.902213,Avenue K / Remsen Avenue,Avenue K,Remsen Avenue,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11487,11635
40.635314,-73.900495,Avenue L / Remsen Avenue,Avenue L,Remsen Avenue,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11488,11636
40.633682,-73.898677,Avenue M / Remsen Avenue,Avenue M,Remsen Avenue,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11489,11637
40.632058,-73.896869,Avenue N / Remsen Avenue,Avenue N,Remsen Avenue,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11490,11638
40.640102,-73.914609,East 83rd Street / Farragut Road,East 83rd Street,Farragut Road,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11491,11639
40.635275,-73.909238,East 83rd Street / Avenue J,East 83rd Street,Avenue J,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11492,11640
40.632019,-73.90561,Avenue L / East 83rd Street,Avenue L,East 83rd Street,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11493,11641
40.638682,-73.916809,East 80th Street / Farragut Road,East 80th Street,Farragut Road,Canarsie,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,0,1246,1246,2492,6.7,11494,9393
40.633857,-73.911437,East 80th Street / Paerdegat 1st Street,East 80th Street,Paerdegat 1st Street,Canarsie,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,0,1246,1246,2492,6.7,11495,9394
40.630834,-73.907359,East 80th Street / Paerdegat 7th Street,East 80th Street,Paerdegat 7th Street,Canarsie,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,0,1246,1246,2492,6.7,11496,9395
40.635367,-73.925706,East 53rd Street / Glenwood Road,East 53rd Street,Glenwood Road,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11497,11642
40.633028,-73.925456,East 53rd Street / Avenue H,East 53rd Street,Avenue H,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11498,11643
40.630695,-73.925206,East 53rd Street / Avenue I,East 53rd Street,Avenue I,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11499,11644
40.62601,-73.92471,Avenue K / East 53rd Street,Avenue K,East 53rd Street,Flatlands,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,0,1246,1246,2492,6.7,11500,9396
40.614666,-73.923498,Fillmore Avenue / East 53rd Street,Fillmore Avenue,East 53rd Street,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11501,11645
40.650298,-73.927297,East 53rd Street / Snyder Avenue,East 53rd Street,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11502,11646
40.64837,-73.927092,East 53rd Street / Tilden Avenue,East 53rd Street,Tilden Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11503,11647
40.644614,-73.926689,Clarendon Road / East 53rd Street,Clarendon Road,East 53rd Street,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11504,11648
40.662677,-73.850047,156th Avenue / Shore Parkway North,156th Avenue,Shore Parkway North,Howard Beach-Lindenwood,Queens,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11505,11649
40.650652,-73.921594,Snyder Avenue / East 59th Street,Snyder Avenue,East 59th Street,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,0,2,1246,1246,2492,6.7,11506,11650
40.646854,-73.921182,Beverley Road / East 59th Street,Beverley Road,East 59th Street,East Flatbush-Rugby,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,2,1246,1246,2492,6.7,11507,9397
40.624915,-73.941683,East 35th Street / Avenue K,East 35th Street,Avenue K,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,3,1246,1246,2492,6.7,11508,11651
40.622523,-73.941236,Avenue L / East 35th Street,Avenue L,East 35th Street,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11509,11652
40.643896,-73.938255,Albany Avenue / Clarendon Road,Albany Avenue,Clarendon Road,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11510,11653
40.629982,-73.936768,Avenue I / Albany Avenue,Avenue I,Albany Avenue,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11511,11654
40.627632,-73.936518,Albany Avenue / Avenue J,Albany Avenue,Avenue J,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,4,1246,1246,2492,6.7,11512,11655
40.625775,-73.936318,Avenue K / Albany Avenue,Avenue K,Albany Avenue,Flatlands,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,1,1246,1246,2492,6.7,11513,9398
40.649585,-73.938869,Albany Avenue / Snyder Avenue,Albany Avenue,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11514,11656
40.627692,-73.935547,East 42nd Street / Avenue J,East 42nd Street,Avenue J,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,4,1246,1246,2492,6.7,11515,11657
40.639319,-73.936792,East 42nd Street / Foster Avenue,East 42nd Street,Foster Avenue,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11516,11658
40.636991,-73.936543,East 42nd Street / Farragut Road,East 42nd Street,Farragut Road,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,3,1246,1246,2492,6.7,11517,11659
40.649644,-73.937899,East 42nd Street / Snyder Avenue,East 42nd Street,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11518,11660
40.623692,-74.014662,10th Avenue / 76th Street,10th Avenue,76th Street,Dyker Heights,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,0,0,1246,1246,2492,6.7,11519,11661
40.609974,-73.935331,Fillmore Avenue / East 33rd Street,Fillmore Avenue,East 33rd Street,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,0,0,1246,1246,2492,6.7,11520,11662
40.610442,-73.934622,Fillmore Avenue / East 34th Street,Fillmore Avenue,East 34th Street,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11521,11663
40.611377,-73.933166,Fillmore Avenue / East 36th Street,Fillmore Avenue,East 36th Street,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,0,0,1246,1246,2492,6.7,11522,11664
40.613245,-73.93028,Fillmore Avenue / Kimball Street,Fillmore Avenue,Kimball Street,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11523,11665
40.613706,-73.929567,Fillmore Avenue / Coleman Street,Fillmore Avenue,Coleman Street,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,3,1246,1246,2492,6.7,11524,11666
40.614168,-73.928853,Fillmore Avenue / Hendrickson Street,Fillmore Avenue,Hendrickson Street,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,5,1246,1246,2492,6.7,11525,11667
40.615338,-73.931384,Coleman Street / Avenue R,Coleman Street,Avenue R,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11526,11668
40.612074,-73.927747,Coleman Street / Avenue S,Coleman Street,Avenue S,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11527,11669
40.610442,-73.925926,Coleman Street / Avenue T,Coleman Street,Avenue T,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,3,1246,1246,2492,6.7,11528,11670
40.624502,-73.945426,East 31st Street / Avenue K,East 31st Street,Avenue K,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11529,11671
40.62211,-73.94497,East 31st Street / Avenue L,East 31st Street,Avenue L,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11530,11672
40.644134,-73.93441,East 45th Street / Clarendon Road,East 45th Street,Clarendon Road,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11531,11673
40.639496,-73.933918,East 45th Street / Foster Avenue,East 45th Street,Foster Avenue,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11532,11674
40.637169,-73.933669,East 45th Street / Farragut Road,East 45th Street,Farragut Road,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11533,11675
40.656945,-73.880813,Schenck Avenue / Cozine Avenue,Schenck Avenue,Cozine Avenue,East New York-New Lots,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,0,0,1246,1246,2492,6.7,11534,11676
40.658344,-73.877587,Ashford Street / Cozine Avenue,Ashford Street,Cozine Avenue,East New York-New Lots,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11535,11677
40.625656,-73.938221,Avenue K / East 39th Street,Avenue K,East 39th Street,Flatlands,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,1,1246,1246,2492,6.7,11536,9399
40.63337,-74.035836,Bay Ridge Parkway / Narrows Avenue,Bay Ridge Parkway,Narrows Avenue,Bay Ridge,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,1,1246,1246,2492,6.7,11537,9400
40.644313,-73.931539,Clarendon Road / East 48th Street,Clarendon Road,East 48th Street,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11538,11678
40.639439,-73.934887,Troy Avenue / Foster Avenue,Troy Avenue,Foster Avenue,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11539,11679
40.637109,-73.934639,Troy Avenue / Farragut Road,Troy Avenue,Farragut Road,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,3,1246,1246,2492,6.7,11540,11680
40.63016,-73.933896,Troy Avenue / Avenue I,Troy Avenue,Avenue I,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11541,11681
40.627811,-73.933646,Troy Avenue / Avenue J,Troy Avenue,Avenue J,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11542,11682
40.621,-73.932919,Avenue M / Troy Avenue,Avenue M,Troy Avenue,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,3,1246,1246,2492,6.7,11543,11683
40.637847,-73.918436,East 78th Street / Farragut Road,East 78th Street,Farragut Road,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11544,11684
40.638249,-73.917654,East 79th Street / Farragut Road,East 79th Street,Farragut Road,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11545,11685
40.641035,-73.913146,Farragut Road / East 85th Street,Farragut Road,East 85th Street,Canarsie,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11546,11686
40.637225,-73.932739,East 46th Street / Farragut Road,East 46th Street,Farragut Road,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11547,11687
40.637285,-73.931768,Schenectady Avenue / Farragut Road,Schenectady Avenue,Farragut Road,East Flatbush-Farragut,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11548,11688
40.624707,-73.943572,New York Avenue / Avenue K,New York Avenue,Avenue K,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11549,11689
40.622314,-73.943118,New York Avenue / Avenue L,New York Avenue,Avenue L,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,0,0,1246,1246,2492,6.7,11550,11690
40.618944,-73.912785,East 66th Street / Avenue T,East 66th Street,Avenue T,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11551,11691
40.615727,-73.909144,East 66th Street / Strickland Avenue,East 66th Street,Strickland Avenue,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11552,11692
40.650945,-73.914122,Avenue B / East 93rd Street,Avenue B,East 93rd Street,East Flatbush-Remsen Village,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,1,1246,1246,2492,6.7,11553,9401
40.628644,-73.920184,East 58th Street / Avenue J,East 58th Street,Avenue J,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11554,11693
40.626307,-73.919938,Avenue K / East 58th Street,Avenue K,East 58th Street,Flatlands,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,0,1,1246,1246,2492,6.7,11555,9402
40.644916,-73.92191,East 58th Street / Clarendon Road,East 58th Street,Clarendon Road,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11556,11694
40.650594,-73.922529,East 58th Street / Snyder Avenue,East 58th Street,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,2,1246,1246,2492,6.7,11557,11695
40.624809,-73.942648,East 34th Street / Avenue K,East 34th Street,Avenue K,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11558,11696
40.622417,-73.942196,East 34th Street / Avenue L,East 34th Street,Avenue L,Flatlands,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,0,1,1246,1246,2492,6.7,11559,11697
40.615343,-73.94008,East 34th Street / Avenue P,East 34th Street,Avenue P,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,0,0,1246,1246,2492,6.7,11560,11698
40.612069,-73.936438,East 34th Street / Avenue R,East 34th Street,Avenue R,Marine Park-Mill Basin-Bergen Beach,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11561,11699
40.649879,-73.934096,East 46th Street / Snyder Avenue,East 46th Street,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,1,1246,1246,2492,6.7,11562,11700
40.650181,-73.929207,East 51st Street / Snyder Avenue,East 51st Street,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,4,1246,1246,2492,6.7,11563,11701
40.650238,-73.928267,East 52nd Street / Snyder Avenue,East 52nd Street,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,3,1246,1246,2492,6.7,11564,11702
40.650357,-73.926327,East 54th Street / Snyder Avenue,East 54th Street,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11565,11703
40.650414,-73.925393,East 55th Street / Snyder Avenue,East 55th Street,Snyder Avenue,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,0,1246,1246,2492,6.7,11566,11704
40.658357,-73.930078,East 51st Street / Winthrop Street,East 51st Street,Winthrop Street,East Flatbush-Rugby,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,0,9,1246,1246,2492,6.7,11567,11705
